Date,inflow,Year,Month,lag_1,lag_2,lag_3,lag_6,lag_12,lag_24,rolling_mean_3,rolling_std_3,rolling_min_3,rolling_max_3,rolling_mean_6,rolling_std_6,rolling_min_6,rolling_max_6,rolling_mean_12,rolling_std_12,rolling_min_12,rolling_max_12,month_sin,month_cos,time_index,time_index_norm,diff_1,diff_pct_1,diff_12,diff_pct_12
2001-11-01,13.960214100930582,2001,11,7.513385191046692,11.70036000967544,6.451606142896909,27.335216081602137,16.664828619190338,14.38863558562608,8.555117114539671,2.775114112756956,6.451606142896909,11.70036000967544,12.074571543119745,7.759738999205255,6.451606142896909,27.335216081602137,18.55350049780216,11.584762423358944,6.451606142896909,41.76377726453519,-0.5000000000000004,0.8660254037844384,34,0.12142857142857143,-4.186974818628749,-0.3578500845415348,-6.083198187873701,-0.44740638279060985
2001-12-01,37.667332101773624,2001,12,13.960214100930582,7.513385191046692,11.70036000967544,11.233820826154908,19.475242484464417,16.142620737510654,11.05798643388423,3.2710676554427414,7.513385191046692,13.960214100930582,9.845404546341156,2.8955486460319975,6.451606142896909,13.960214100930582,18.328115954613843,11.650967749946748,6.451606142896909,41.76377726453519,-2.4492935982947064e-16,1.0,35,0.125,6.44682890988389,0.8580458403179221,-2.7046145182597563,-0.16229476942506715
2002-01-01,54.39840266709262,2002,1,37.667332101773624,13.960214100930582,7.513385191046692,8.213041007342365,13.427746543616964,30.791891280418625,19.71364379791696,15.878967017169513,7.513385191046692,37.667332101773624,14.250989758944273,11.8118404708862,6.451606142896909,37.667332101773624,19.844123422722944,12.927439396331351,6.451606142896909,41.76377726453519,0.49999999999999994,0.8660254037844387,36,0.12857142857142856,23.707118000843042,1.6981915771093177,18.192089617309207,0.9341136384731131
2002-02-01,37.1142677947675,2002,2,54.39840266709262,37.667332101773624,13.960214100930582,6.451606142896909,21.77385699824183,32.89209333725861,35.34198295659893,20.319134088669784,13.960214100930582,54.39840266709262,21.948550035569315,19.582855815049324,6.451606142896909,54.39840266709262,23.258344766345914,16.099833471889088,6.451606142896909,54.39840266709262,0.8660254037844386,0.5000000000000001,37,0.13214285714285715,16.731070565318994,0.4441798670559731,40.970656123475656,3.051193734584716
2002-03-01,75.42076439661264,2002,3,37.1142677947675,54.39840266709262,37.667332101773624,11.70036000967544,37.08912480485868,60.41232028991555,43.06000085454457,9.82323708250061,37.1142677947675,54.39840266709262,27.058993644214414,18.711414330516167,7.513385191046692,54.39840266709262,24.536712332723052,16.57331708573336,6.451606142896909,54.39840266709262,1.0,6.123233995736766e-17,38,0.1357142857142857,-17.28413487232512,-0.3177323969988711,15.34041079652567,0.7045334594493001
2002-04-01,134.9434069739638,2002,4,75.42076439661264,37.1142677947675,54.39840266709262,7.513385191046692,41.76377726453519,139.15487328790897,55.64447828615758,19.18362449624977,37.1142677947675,75.42076439661264,37.67906104203728,25.206520526335865,7.513385191046692,75.42076439661264,27.731015632035888,22.01364049076032,6.451606142896909,75.42076439661264,0.8660254037844387,-0.49999999999999983,39,0.1392857142857143,38.30649660184514,1.0321231935295172,38.33163959175396,1.0335007847565203
2002-05-01,75.74654976058103,2002,5,134.9434069739638,75.42076439661264,37.1142677947675,13.960214100930582,27.335216081602137,71.65955963262245,82.49281305511464,49.296506187627585,37.1142677947675,134.9434069739638,58.917398005856796,42.47546735071654,13.960214100930582,134.9434069739638,35.49598477448827,38.02468761815643,6.451606142896909,134.9434069739638,0.49999999999999994,-0.8660254037844387,40,0.14285714285714285,59.52264257735115,0.7892076280789388,93.1796297094286,2.2311111640889467
2002-06-01,37.256385296444904,2002,6,75.74654976058103,134.9434069739638,75.42076439661264,37.667332101773624,11.233820826154908,26.482898770823265,95.37024037705248,34.27175469546339,75.42076439661264,134.9434069739638,69.21512061579854,36.45995077265816,37.1142677947675,134.9434069739638,39.53026258106984,39.61502311455607,6.451606142896909,134.9434069739638,1.2246467991473532e-16,-1.0,41,0.14642857142857144,-59.196857213382756,-0.43867913624564336,48.41133367897889,1.7710243641191465
2002-07-01,16.93705693875779,2002,7,37.256385296444904,75.74654976058103,134.9434069739638,54.39840266709262,8.213041007342365,11.27065607372615,82.64878067699657,49.20791750088245,37.256385296444904,134.9434069739638,69.14662948157708,36.53138297025543,37.1142677947675,134.9434069739638,41.698809620260676,38.62512296752061,6.451606142896909,134.9434069739638,-0.4999999999999998,-0.8660254037844388,42,0.15,-38.49016446413613,-0.5081441278288644,26.022564470289996,2.3164482390268772
2002-08-01,16.82876922134419,2002,8,16.93705693875779,37.256385296444904,75.74654976058103,37.1142677947675,6.451606142896909,14.326709703614744,43.31333066526124,29.86894795419883,16.93705693875779,75.74654976058103,62.90307186018794,42.30164750668733,16.93705693875779,134.9434069739638,42.425810947878624,38.01483764378263,6.451606142896909,134.9434069739638,-0.8660254037844384,-0.5000000000000004,43,0.15357142857142858,-20.319328357687112,-0.5453918354131374,8.724015931415426,1.0622150703516828
2002-09-01,12.70169043597434,2002,9,16.82876922134419,16.93705693875779,37.256385296444904,75.42076439661264,11.70036000967544,10.81221585749384,23.674070485515617,11.762754280984796,16.82876922134419,37.256385296444904,59.52215543128406,45.46722397955665,16.82876922134419,134.9434069739638,43.29057453774923,37.23207077106493,7.513385191046692,134.9434069739638,-1.0,-1.8369701987210297e-16,44,0.15714285714285714,-0.10828771741360299,-0.006393538015793232,10.377163078447278,1.6084619625877703
2002-10-01,16.64556489091554,2002,10,12.70169043597434,16.82876922134419,16.93705693875779,134.9434069739638,7.513385191046692,13.596583378920393,15.489172198692097,2.4146371343428457,12.70169043597434,16.93705693875779,49.06897643784435,48.20812950315977,12.70169043597434,134.9434069739638,43.3740187399408,37.155878837872166,7.513385191046692,134.9434069739638,-0.8660254037844386,0.5000000000000001,45,0.16071428571428573,-4.127078785369848,-0.24523949024955494,1.0013304262988996,0.08558116378221389
2002-11-01,15.177624793759732,2002,11,16.64556489091554,12.70169043597434,16.82876922134419,75.74654976058103,13.960214100930582,16.664828619190338,15.39200818274468,2.3316835421238506,12.70169043597434,16.82876922134419,29.352669424002972,24.349874635494622,12.70169043597434,75.74654976058103,44.135033714929875,36.4412704791578,12.70169043597434,134.9434069739638,-0.5000000000000004,0.8660254037844384,46,0.16428571428571428,3.9438744549412004,0.310499966506125,9.13217969986885,1.215454747448752
2002-12-01,21.438445569378366,2002,12,15.177624793759732,16.64556489091554,12.70169043597434,37.256385296444904,37.667332101773624,19.475242484464417,14.841626706883195,1.9932906122468927,12.70169043597434,16.64556489091554,19.25784859619942,8.963138804385945,12.70169043597434,37.256385296444904,44.236484605998974,36.35121158513201,12.70169043597434,134.9434069739638,-2.4492935982947064e-16,1.0,47,0.16785714285714284,-1.4679400971558092,-0.08818806131097123,1.2174106928291497,0.08720573223500903
2003-01-01,23.431582643721303,2003,1,21.438445569378366,15.177624793759732,16.64556489091554,16.93705693875779,54.39840266709262,13.427746543616964,17.75387841801787,3.2742538618549006,15.177624793759732,21.438445569378366,16.621525308355,2.8564230455103736,12.70169043597434,21.438445569378366,42.884077394966035,36.9153394784428,12.70169043597434,134.9434069739638,0.49999999999999994,0.8660254037844387,48,0.17142857142857143,6.260820775618635,0.41250333044158305,-16.228886532395258,-0.4308477831279985
2003-02-01,30.854813102900636,2003,2,23.431582643721303,21.438445569378366,15.177624793759732,16.82876922134419,37.1142677947675,21.77385699824183,20.01588433561979,4.3069380533133845,15.177624793759732,23.431582643721303,17.70394625918225,4.001081680922474,12.70169043597434,23.431582643721303,40.3035090596851,37.11906279096261,12.70169043597434,134.9434069739638,0.8660254037844386,0.5000000000000001,49,0.175,1.9931370743429362,0.09297022341908212,-30.966820023371316,-0.5692597301593961
2003-03-01,59.86379312839379,2003,3,30.854813102900636,23.431582643721303,21.438445569378366,12.70169043597434,75.42076439661264,37.08912480485868,25.241613772000093,4.9622730573393214,21.438445569378366,30.854813102900636,20.04162023944166,6.6247161320743215,12.70169043597434,30.854813102900636,39.78188783536286,37.21181945454185,12.70169043597434,134.9434069739638,1.0,6.123233995736766e-17,50,0.17857142857142858,7.423230459179333,0.3168044844452047,-6.259454691866864,-0.16865359506699856
2003-04-01,131.45670992374232,2003,4,59.86379312839379,30.854813102900636,23.431582643721303,16.64556489091554,134.9434069739638,41.76377726453519,38.050062958338565,19.252407786079747,23.431582643721303,59.86379312839379,27.901970688178228,16.61718717574594,15.177624793759732,59.86379312839379,38.48547356301128,36.112072643061424,12.70169043597434,134.9434069739638,0.8660254037844387,-0.49999999999999983,51,0.18214285714285713,29.008980025493152,0.9401768187267368,-15.556971268218852,-0.20626907447410545
2003-05-01,71.94895274004398,2003,5,131.45670992374232,59.86379312839379,30.854813102900636,15.177624793759732,75.74654976058103,27.335216081602137,74.05843871834557,51.781284104935764,30.854813102900636,131.45670992374232,47.03716152698269,44.22804251652363,15.177624793759732,131.45670992374232,38.19491547549283,35.269616696192436,12.70169043597434,131.45670992374232,0.49999999999999994,-0.8660254037844387,52,0.18571428571428572,71.59291679534854,1.1959301783934495,-3.4866970502214656,-0.025838217134196078
2003-06-01,41.247543279363626,2003,6,71.94895274004398,131.45670992374232,59.86379312839379,21.438445569378366,37.256385296444904,11.233820826154908,87.75648526406002,38.32486134599569,59.86379312839379,131.45670992374232,56.49904951803007,42.068995801359286,21.438445569378366,131.45670992374232,37.87844905711474,34.917321129032615,12.70169043597434,131.45670992374232,1.2246467991473532e-16,-1.0,53,0.18928571428571428,-59.507757183698345,-0.4526794959208901,-3.7975970205370544,-0.05013557756149241
2003-07-01,13.538692359574029,2003,7,41.247543279363626,71.94895274004398,131.45670992374232,23.431582643721303,16.93705693875779,8.213041007342365,81.55106864771663,45.86473491798037,41.247543279363626,131.45670992374232,59.80056580302761,39.46381753783375,23.431582643721303,131.45670992374232,38.21104555569131,34.929863298399354,12.70169043597434,131.45670992374232,-0.4999999999999998,-0.8660254037844388,54,0.19285714285714287,-30.701409460680352,-0.42671099844366667,3.991157982918722,0.10712681735389847
2003-08-01,12.829586563254434,2003,8,13.538692359574029,41.247543279363626,71.94895274004398,30.854813102900636,16.82876922134419,6.451606142896909,42.245062792993856,29.217903985632315,13.538692359574029,71.94895274004398,58.15175075566973,41.444205687625434,13.538692359574029,131.45670992374232,37.927848507425985,35.131220075902334,12.70169043597434,131.45670992374232,-0.8660254037844384,-0.5000000000000004,55,0.19642857142857142,-27.708850919789597,-0.6717697277658834,-3.398364579183763,-0.20064669980574606
2003-09-01,15.53744805356336,2003,9,12.829586563254434,13.538692359574029,41.247543279363626,59.86379312839379,12.70169043597434,11.70036000967544,22.53860740073068,16.206292575437832,12.829586563254434,41.247543279363626,55.147546332395365,44.36876203356407,12.829586563254434,131.45670992374232,37.59458328591851,35.36774041364892,12.70169043597434,131.45670992374232,-1.0,-1.8369701987210297e-16,56,0.2,-0.7091057963195944,-0.05237623970516936,-3.9991826580897545,-0.23763963992194564
